date,year,month,month_name,region_label,station_name,station_id,latitude,longitude,elevation_m,monthly_rainfall_mm
1976-11-01,1976,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.8
1976-12-01,1976,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,14.4
1977-01-01,1977,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.4
1977-02-01,1977,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.2
1977-03-01,1977,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.8
1977-04-01,1977,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.6
1977-05-01,1977,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,38.6
1977-06-01,1977,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,34.4
1977-07-01,1977,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.4
1977-08-01,1977,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.2
1977-09-01,1977,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.8
1977-10-01,1977,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.0
1977-11-01,1977,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,87.0
1977-12-01,1977,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.2
1978-01-01,1978,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.8
1978-02-01,1978,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.4
1978-03-01,1978,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.6
1978-04-01,1978,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.3
1978-05-01,1978,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,47.8
1978-06-01,1978,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,39.8
1978-07-01,1978,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,51.2
1978-08-01,1978,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,60.4
1978-09-01,1978,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,48.6
1978-10-01,1978,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.0
1978-11-01,1978,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,38.0
1978-12-01,1978,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,14.4
1979-01-01,1979,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.2
1979-02-01,1979,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.2
1979-03-01,1979,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.0
1979-04-01,1979,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.8
1979-05-01,1979,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.6
1979-06-01,1979,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.8
1979-07-01,1979,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.2
1979-08-01,1979,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,54.8
1979-09-01,1979,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,78.4
1979-10-01,1979,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,67.2
1979-11-01,1979,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,37.4
1979-12-01,1979,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.8
1980-01-01,1980,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.8
1980-02-01,1980,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.6
1980-03-01,1980,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.2
1980-04-01,1980,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,62.6
1980-05-01,1980,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,49.0
1980-06-01,1980,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,50.1
1980-07-01,1980,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.6
1980-08-01,1980,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.0
1980-09-01,1980,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.8
1980-10-01,1980,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,85.0
1980-11-01,1980,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,9.6
1980-12-01,1980,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.0
1981-01-01,1981,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,46.8
1981-02-01,1981,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.6
1981-03-01,1981,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.2
1981-04-01,1981,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.0
1981-05-01,1981,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.6
1981-06-01,1981,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,56.6
1981-07-01,1981,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,43.0
1981-08-01,1981,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,51.8
1981-09-01,1981,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.2
1981-10-01,1981,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.8
1981-11-01,1981,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,49.4
1981-12-01,1981,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.2
1982-01-01,1982,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.8
1982-02-01,1982,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.4
1982-03-01,1982,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.4
1982-04-01,1982,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,39.4
1982-05-01,1982,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.6
1982-06-01,1982,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.6
1982-07-01,1982,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.8
1982-08-01,1982,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,9.2
1982-09-01,1982,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,31.0
1982-10-01,1982,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.8
1982-11-01,1982,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1982-12-01,1982,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.2
1983-01-01,1983,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.2
1983-02-01,1983,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1983-03-01,1983,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,95.2
1983-04-01,1983,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,57.2
1983-05-01,1983,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,53.0
1983-06-01,1983,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.8
1983-07-01,1983,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,54.4
1983-08-01,1983,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,72.2
1983-09-01,1983,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,38.0
1983-10-01,1983,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,54.2
1983-11-01,1983,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.0
1983-12-01,1983,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.0
1984-01-01,1984,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,49.2
1984-02-01,1984,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.4
1984-03-01,1984,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.6
1984-04-01,1984,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.6
1984-05-01,1984,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.6
1984-06-01,1984,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.2
1984-07-01,1984,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,69.8
1984-08-01,1984,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,73.2
1984-09-01,1984,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,34.8
1984-10-01,1984,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,14.0
1984-11-01,1984,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.8
1984-12-01,1984,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.8
1985-01-01,1985,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.4
1985-02-01,1985,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.6
1985-03-01,1985,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,72.0
1985-04-01,1985,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,41.2
1985-05-01,1985,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.0
1985-06-01,1985,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,41.0
1985-07-01,1985,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.6
1985-08-01,1985,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,64.6
1985-09-01,1985,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,61.8
1985-10-01,1985,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.0
1985-11-01,1985,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.6
1985-12-01,1985,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.0
1986-01-01,1986,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.2
1986-02-01,1986,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.0
1986-03-01,1986,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.8
1986-04-01,1986,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.4
1986-05-01,1986,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,43.6
1986-06-01,1986,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,25.6
1986-07-01,1986,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,58.0
1986-08-01,1986,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,81.6
1986-09-01,1986,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,37.8
1986-10-01,1986,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,33.6
1986-11-01,1986,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.8
1986-12-01,1986,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,24.6
1987-01-01,1987,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.8
1987-02-01,1987,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.4
1987-03-01,1987,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.0
1987-04-01,1987,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.0
1987-05-01,1987,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,53.6
1987-06-01,1987,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,51.2
1987-07-01,1987,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.4
1987-08-01,1987,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.2
1987-09-01,1987,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.6
1987-10-01,1987,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,43.2
1987-11-01,1987,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.8
1987-12-01,1987,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,74.4
1988-01-01,1988,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.0
1988-02-01,1988,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.0
1988-03-01,1988,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.0
1988-04-01,1988,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.2
1988-05-01,1988,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,55.2
1988-06-01,1988,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,57.6
1988-07-01,1988,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,33.7
1988-08-01,1988,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,27.4
1988-09-01,1988,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,33.2
1988-10-01,1988,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.6
1988-11-01,1988,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,32.0
1988-12-01,1988,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,40.4
1989-01-01,1989,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.4
1989-02-01,1989,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.2
1989-03-01,1989,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.4
1989-04-01,1989,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.0
1989-05-01,1989,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,85.8
1989-06-01,1989,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,71.2
1989-07-01,1989,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,47.8
1989-08-01,1989,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,44.8
1989-09-01,1989,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.4
1989-10-01,1989,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.0
1989-11-01,1989,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,25.4
1989-12-01,1989,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.2
1990-01-01,1990,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,21.2
1990-02-01,1990,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.4
1990-03-01,1990,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.4
1990-04-01,1990,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.0
1990-05-01,1990,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.4
1990-06-01,1990,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,72.2
1990-07-01,1990,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,54.2
1990-08-01,1990,8,Aug,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,82.0
1990-08-01,1990,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,51.8
1990-09-01,1990,9,Sep,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,50.0
1990-09-01,1990,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,45.6
1990-10-01,1990,10,Oct,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,24.5
1990-10-01,1990,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.6
1990-11-01,1990,11,Nov,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,0.0
1990-11-01,1990,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.4
1990-12-01,1990,12,Dec,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,26.0
1990-12-01,1990,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,24.8
1991-01-01,1991,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.4
1991-02-01,1991,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1991-03-01,1991,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.8
1991-04-01,1991,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.4
1991-05-01,1991,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.8
1991-06-01,1991,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,73.4
1991-07-01,1991,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,73.8
1991-08-01,1991,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,50.8
1991-09-01,1991,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,31.8
1991-10-01,1991,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.8
1991-11-01,1991,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.0
1991-12-01,1991,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,9.0
1992-01-01,1992,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.2
1992-02-01,1992,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,25.0
1992-03-01,1992,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,52.2
1992-04-01,1992,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.8
1992-05-01,1992,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,40.8
1992-06-01,1992,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,25.0
1992-07-01,1992,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,33.0
1992-08-01,1992,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,64.6
1992-09-01,1992,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,78.8
1992-10-01,1992,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,60.6
1992-11-01,1992,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,73.5
1992-12-01,1992,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,130.4
1993-01-01,1993,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.8
1993-02-01,1993,2,Feb,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,15.0
1993-02-01,1993,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.4
1993-03-01,1993,3,Mar,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,8.5
1993-03-01,1993,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.0
1993-04-01,1993,4,Apr,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,0.0
1993-04-01,1993,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1993-05-01,1993,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.5
1993-06-01,1993,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,31.2
1993-07-01,1993,7,Jul,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,53.5
1993-07-01,1993,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,54.8
1993-08-01,1993,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.4
1993-09-01,1993,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,57.0
1993-10-01,1993,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,44.0
1993-11-01,1993,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.2
1993-12-01,1993,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,48.8
1994-01-01,1994,1,Jan,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,7.0
1994-01-01,1994,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.0
1994-02-01,1994,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.0
1994-03-01,1994,3,Mar,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,0.0
1994-03-01,1994,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1994-04-01,1994,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,14.8
1994-05-01,1994,5,May,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,20.0
1994-05-01,1994,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.0
1994-06-01,1994,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,78.6
1994-07-01,1994,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.6
1994-08-01,1994,8,Aug,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,18.5
1994-08-01,1994,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.2
1994-09-01,1994,9,Sep,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,34.0
1994-09-01,1994,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.4
1994-10-01,1994,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.4
1994-11-01,1994,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,40.4
1994-12-01,1994,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.1
1995-01-01,1995,1,Jan,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,37.0
1995-01-01,1995,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.0
1995-02-01,1995,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.6
1995-03-01,1995,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,14.4
1995-04-01,1995,4,Apr,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,28.5
1995-04-01,1995,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,39.4
1995-05-01,1995,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.8
1995-06-01,1995,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,32.6
1995-07-01,1995,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,61.8
1995-08-01,1995,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.4
1995-09-01,1995,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.2
1995-10-01,1995,10,Oct,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,46.4
1995-10-01,1995,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,61.2
1995-11-01,1995,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.6
1995-12-01,1995,12,Dec,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,13.0
1995-12-01,1995,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,9.6
1996-01-01,1996,1,Jan,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,19.0
1996-01-01,1996,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.4
1996-02-01,1996,2,Feb,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,11.0
1996-02-01,1996,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.2
1996-03-01,1996,3,Mar,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,5.5
1996-03-01,1996,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.0
1996-04-01,1996,4,Apr,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,26.5
1996-04-01,1996,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.4
1996-05-01,1996,5,May,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,18.5
1996-05-01,1996,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.0
1996-06-01,1996,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,59.6
1996-07-01,1996,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,74.8
1996-08-01,1996,8,Aug,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,76.0
1996-08-01,1996,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,65.2
1996-09-01,1996,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,62.6
1996-10-01,1996,10,Oct,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,18.0
1996-10-01,1996,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.0
1996-11-01,1996,11,Nov,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,9.5
1996-11-01,1996,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.0
1996-12-01,1996,12,Dec,South,MURRAY BRIDGE (LOOMOOLOO),024507,-35.19,139.13,90.0,20.0
1996-12-01,1996,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.2
