date,year,month,month_name,region_label,station_name,station_id,latitude,longitude,elevation_m,monthly_rainfall_mm
1931-03-01,1931,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.8
1931-04-01,1931,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.6
1931-05-01,1931,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.1
1931-06-01,1931,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,32.7
1931-07-01,1931,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,32.9
1931-08-01,1931,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.6
1931-09-01,1931,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,31.6
1931-10-01,1931,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.9
1931-11-01,1931,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.9
1931-12-01,1931,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.5
1932-01-01,1932,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.8
1932-02-01,1932,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,35.7
1932-03-01,1932,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.1
1932-04-01,1932,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.5
1932-05-01,1932,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,27.3
1932-06-01,1932,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,83.3
1932-07-01,1932,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,39.4
1932-08-01,1932,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,59.2
1932-09-01,1932,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,50.9
1932-10-01,1932,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,50.6
1932-11-01,1932,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.8
1932-12-01,1932,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,9.2
1933-01-01,1933,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,27.1
1933-02-01,1933,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1933-03-01,1933,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.5
1933-04-01,1933,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.7
1933-05-01,1933,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,46.5
1933-06-01,1933,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.7
1933-07-01,1933,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.6
1933-08-01,1933,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.8
1933-09-01,1933,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,25.4
1933-10-01,1933,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.6
1933-11-01,1933,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.5
1933-12-01,1933,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.5
1934-01-01,1934,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.8
1934-02-01,1934,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.6
1934-03-01,1934,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.6
1934-04-01,1934,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,24.7
1934-05-01,1934,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.6
1934-06-01,1934,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,24.6
1934-07-01,1934,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,21.7
1934-08-01,1934,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,54.6
1934-09-01,1934,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,45.5
1934-10-01,1934,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,45.6
1934-11-01,1934,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,42.1
1934-12-01,1934,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.0
1935-01-01,1935,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.5
1935-02-01,1935,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.6
1935-03-01,1935,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,21.2
1935-04-01,1935,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.7
1935-05-01,1935,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.9
1935-06-01,1935,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,34.3
1935-07-01,1935,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,33.5
1935-08-01,1935,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.9
1935-09-01,1935,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,46.2
1935-10-01,1935,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,42.5
1935-11-01,1935,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.1
1935-12-01,1935,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.0
1936-01-01,1936,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,41.6
1936-02-01,1936,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.9
1936-03-01,1936,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.3
1936-04-01,1936,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,38.9
1936-05-01,1936,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,59.2
1936-06-01,1936,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.9
1936-07-01,1936,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,55.4
1936-08-01,1936,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.4
1936-09-01,1936,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,14.4
1936-10-01,1936,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.3
1936-11-01,1936,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.9
1936-12-01,1936,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,51.6
1937-01-01,1937,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.6
1937-02-01,1937,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.6
1937-03-01,1937,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.6
1937-04-01,1937,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.5
1937-05-01,1937,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.8
1937-06-01,1937,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,33.5
1937-07-01,1937,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.3
1937-08-01,1937,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,41.3
1937-09-01,1937,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.5
1937-10-01,1937,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.0
1937-11-01,1937,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.3
1937-12-01,1937,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,68.9
1938-01-01,1938,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.7
1938-02-01,1938,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.8
1938-03-01,1938,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.9
1938-04-01,1938,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,46.0
1938-05-01,1938,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.6
1938-06-01,1938,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,32.2
1938-07-01,1938,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,38.5
1938-08-01,1938,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,31.5
1938-09-01,1938,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.3
1938-10-01,1938,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.1
1938-11-01,1938,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.9
1938-12-01,1938,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.6
1939-01-01,1939,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.3
1939-02-01,1939,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,61.2
1939-03-01,1939,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1939-04-01,1939,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,39.2
1939-05-01,1939,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.0
1939-06-01,1939,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,46.5
1939-07-01,1939,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.7
1939-08-01,1939,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,40.6
1939-09-01,1939,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.5
1939-10-01,1939,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.7
1939-11-01,1939,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,69.1
1939-12-01,1939,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.5
1940-01-01,1940,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,9.8
1940-02-01,1940,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.6
1940-03-01,1940,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.7
1940-04-01,1940,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,40.4
1940-05-01,1940,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.0
1940-06-01,1940,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.8
1940-07-01,1940,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,24.7
1940-08-01,1940,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.2
1940-09-01,1940,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.6
1940-10-01,1940,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.0
1940-11-01,1940,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.3
1940-12-01,1940,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.3
1941-01-01,1941,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,189.6
1941-02-01,1941,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,9.5
1941-03-01,1941,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,32.7
1941-04-01,1941,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,35.1
1941-05-01,1941,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.9
1941-06-01,1941,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,40.0
1941-07-01,1941,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,50.4
1941-08-01,1941,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.9
1941-09-01,1941,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,46.1
1941-10-01,1941,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,37.2
1941-11-01,1941,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.0
1941-12-01,1941,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.8
1942-01-01,1942,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.3
1942-02-01,1942,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.7
1942-03-01,1942,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.4
1942-04-01,1942,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,67.7
1942-05-01,1942,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,70.1
1942-06-01,1942,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.4
1942-07-01,1942,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,35.7
1942-08-01,1942,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,37.9
1942-09-01,1942,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,57.6
1942-10-01,1942,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,21.9
1942-11-01,1942,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,79.3
1942-12-01,1942,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.5
1943-01-01,1943,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.7
1943-02-01,1943,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.9
1943-03-01,1943,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.6
1943-04-01,1943,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.4
1943-05-01,1943,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.1
1943-06-01,1943,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.8
1943-07-01,1943,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.5
1943-08-01,1943,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,51.4
1943-09-01,1943,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,32.8
1943-10-01,1943,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.0
1943-11-01,1943,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.0
1943-12-01,1943,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.2
1944-01-01,1944,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.3
1944-02-01,1944,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.4
1944-03-01,1944,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.8
1944-04-01,1944,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.4
1944-05-01,1944,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,50.2
1944-06-01,1944,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.8
1944-07-01,1944,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,27.7
1944-08-01,1944,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.6
1944-09-01,1944,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.2
1944-10-01,1944,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.7
1944-11-01,1944,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.6
1944-12-01,1944,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.7
1945-01-01,1945,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.3
1945-02-01,1945,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,47.0
1945-03-01,1945,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.8
1945-04-01,1945,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.1
1945-05-01,1945,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,39.8
1945-06-01,1945,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.1
1945-07-01,1945,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.5
1945-08-01,1945,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,40.3
1945-09-01,1945,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,42.6
1945-10-01,1945,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,67.9
1945-11-01,1945,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,41.8
1945-12-01,1945,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,44.0
1946-01-01,1946,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,31.1
1946-02-01,1946,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,115.3
1946-03-01,1946,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,60.5
1946-04-01,1946,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.1
1946-05-01,1946,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.6
1946-06-01,1946,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.8
1946-07-01,1946,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,45.5
1946-08-01,1946,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.5
1946-09-01,1946,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.4
1946-10-01,1946,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.6
1946-11-01,1946,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.3
1946-12-01,1946,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,114.9
1947-01-01,1947,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1947-02-01,1947,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.3
1947-03-01,1947,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,98.0
1947-04-01,1947,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.7
1947-05-01,1947,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.9
1947-06-01,1947,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.4
1947-07-01,1947,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,46.8
1947-08-01,1947,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,33.4
1947-09-01,1947,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,51.7
1947-10-01,1947,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.1
1947-11-01,1947,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,57.5
1947-12-01,1947,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,31.8
1948-01-01,1948,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.5
1948-02-01,1948,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.9
1948-03-01,1948,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.2
1948-04-01,1948,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,77.8
1948-05-01,1948,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,21.5
1948-06-01,1948,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.9
1948-07-01,1948,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.5
1948-08-01,1948,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,27.5
1948-09-01,1948,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.0
1948-10-01,1948,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,34.3
1948-11-01,1948,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,52.1
1948-12-01,1948,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,38.6
1949-01-01,1949,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.0
1949-02-01,1949,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,27.9
1949-03-01,1949,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.0
1949-04-01,1949,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.1
1949-05-01,1949,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,52.0
1949-06-01,1949,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.3
1949-07-01,1949,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,33.1
1949-08-01,1949,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.3
1949-09-01,1949,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.8
1949-10-01,1949,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,33.4
1949-11-01,1949,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,44.8
1949-12-01,1949,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.8
1950-01-01,1950,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.6
1950-02-01,1950,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.3
1950-03-01,1950,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,24.1
1950-04-01,1950,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.3
1950-05-01,1950,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,37.3
1950-06-01,1950,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,34.9
1950-07-01,1950,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.6
1950-08-01,1950,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.9
1950-09-01,1950,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.3
1950-10-01,1950,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,37.0
1950-11-01,1950,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,21.0
1950-12-01,1950,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.7
1951-01-01,1951,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.2
1951-02-01,1951,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.2
1951-03-01,1951,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.5
1951-04-01,1951,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,35.0
1951-05-01,1951,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,59.9
1951-06-01,1951,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,57.0
1951-07-01,1951,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,57.3
1951-08-01,1951,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,47.7
1951-09-01,1951,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.2
1951-10-01,1951,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,51.0
1951-11-01,1951,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.2
1951-12-01,1951,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.0
1952-01-01,1952,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.0
1952-02-01,1952,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.6
1952-03-01,1952,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.8
1952-04-01,1952,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,40.8
1952-05-01,1952,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,55.8
1952-06-01,1952,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,37.7
1952-07-01,1952,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,34.3
1952-08-01,1952,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.6
1952-09-01,1952,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,35.2
1952-10-01,1952,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,57.8
1952-11-01,1952,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,38.9
1952-12-01,1952,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.0
1953-01-01,1953,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.7
1953-02-01,1953,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.6
1953-03-01,1953,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.1
1953-04-01,1953,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.0
1953-05-01,1953,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.4
1953-06-01,1953,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,39.2
1953-07-01,1953,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,27.2
1953-08-01,1953,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,55.4
1953-09-01,1953,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.6
1953-10-01,1953,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,34.7
1953-11-01,1953,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.8
1953-12-01,1953,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,46.0
